REPORT_DATE,RESPONDERS SHIFT,METHOD,OFFENSE,BLOCK,WARD,ANC,CENSUS_TRACT,NEIGHBORHOOD_CLUSTER,LATITUDE,LONGITUDE
2025-11-07 15:52:17+00:00,DAY,OTHERS,THEFT/OTHER,2000 - 2099 BLOCK OF 8TH STREET NW,1,1B,3500,Cluster 3,38.91723646,-77.02294573
2025-11-07 22:59:18+00:00,EVENING,OTHERS,THEFT/OTHER,1130 - 1199 BLOCK OF CONNECTICUT AVENUE NW,2,2C,10700,Cluster 6,38.90519904,-77.04085636
2025-11-08 05:00:00+00:00,MIDNIGHT,GUN,HOMICIDE,1900 - 1999 BLOCK OF C STREET SE,7,7F,6804,Cluster 26,38.88534879,-76.97669662
2025-11-01 05:13:05+00:00,MIDNIGHT,GUN,ASSAULT W/DANGEROUS WEAPON,400 - 499 BLOCK OF JEFFERSON STREET NW,4,4D,2102,Cluster 18,38.95540617,-77.01879922
2025-11-02 14:15:19+00:00,DAY,OTHERS,THEFT/OTHER,1400 - 1499 BLOCK OF 7TH STREET NW,2,2G,4901,Cluster 7,38.90910799,-77.02191443
2025-11-03 01:42:23+00:00,EVENING,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF VERMONT AVENUE NW,2,2C,10100,Cluster 8,38.90452619,-77.03261406
2025-11-05 16:10:42+00:00,DAY,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF F STREET NW,2,2C,5802,Cluster 8,38.89734864,-77.02756208
2025-11-06 15:25:12+00:00,DAY,OTHERS,BURGLARY,1500 - 1699 BLOCK OF ALABAMA AVENUE SE,8,8C,7403,Cluster 38,38.84653773,-76.98155338
2025-11-08 11:53:38+00:00,MIDNIGHT,OTHERS,THEFT F/AUTO,800 - 899 BLOCK OF C STREET NE,6,6A,8100,Cluster 25,38.89357779,-76.99436184
2025-11-09 08:43:35+00:00,MIDNIGHT,OTHERS,THEFT F/AUTO,3000 - 3099 BLOCK OF N STREET SE,7,7B,9901,Cluster 34,38.87460761,-76.963547
2025-11-13 00:42:10+00:00,EVENING,OTHERS,THEFT F/AUTO,2000 - 2099 BLOCK OF FENWICK STREET NE,5,5D,8803,Cluster 23,38.91514439,-76.98494744
2025-11-13 15:47:34+00:00,DAY,OTHERS,THEFT/OTHER,3701 - 3799 BLOCK OF MASSACHUSETTS AVENUE NW,3,3A,704,Cluster 14,38.92938907,-77.07423365
2025-11-14 19:57:47+00:00,DAY,OTHERS,THEFT F/AUTO,3300 - 3399 BLOCK OF ROSS PLACE NW,3,3C,600,Cluster 15,38.93375708,-77.06089549
2025-11-18 21:35:51+00:00,EVENING,OTHERS,THEFT F/AUTO,700 - 799 BLOCK OF CRITTENDEN STREET NE,5,5A,9509,Cluster 20,38.94728693,-76.99600364
2025-11-23 05:20:13+00:00,MIDNIGHT,OTHERS,THEFT F/AUTO,500 - 699 BLOCK OF GRESHAM PLACE NW,1,1E,3400,Cluster 2,38.9268776,-77.02165384
2025-11-22 09:45:48+00:00,MIDNIGHT,KNIFE,ASSAULT W/DANGEROUS WEAPON,200 - 399 BLOCK OF V STREET NW,1,1B,3400,Cluster 3,38.91851686,-77.01620305
2025-11-23 01:13:52+00:00,EVENING,OTHERS,THEFT/OTHER,1450 - 1529 BLOCK OF ALABAMA AVENUE SE,8,8E,7304,Cluster 38,38.84608835,-76.98311681
2025-11-24 15:09:56+00:00,DAY,OTHERS,BURGLARY,2855 - 3200 BLOCK OF BLADENSBURG ROAD NE,5,5C,11100,Cluster 24,38.92915045,-76.96009684
2025-11-26 21:56:25+00:00,EVENING,OTHERS,THEFT/OTHER,1500 - 1599 BLOCK OF NEW YORK AVENUE NE,5,5D,8803,Cluster 23,38.9164774,-76.98271559
2025-11-27 03:31:06+00:00,EVENING,OTHERS,THEFT F/AUTO,1026 - 1099 BLOCK OF 31ST STREET NW,2,2E,102,Cluster 4,38.90431195,-77.06116653
2025-11-27 14:41:00+00:00,DAY,OTHERS,THEFT F/AUTO,30TH STREET NW AND OLIVE STREET NW,2,2E,102,Cluster 4,38.90606555,-77.05917303
2025-11-09 07:47:57+00:00,MIDNIGHT,KNIFE,ROBBERY,11 - 99 BLOCK OF KENNEDY STREET NW,4,4B,2102,Cluster 17,38.95658744,-77.01086656
2025-11-10 06:20:16+00:00,MIDNIGHT,KNIFE,ASSAULT W/DANGEROUS WEAPON,2301 - 2399 BLOCK OF GOOD HOPE COURT SE,8,8A,7605,Cluster 34,38.86190374,-76.97308786
2025-11-10 21:53:40+00:00,EVENING,OTHERS,THEFT/OTHER,1500 - 1599 BLOCK OF NEW YORK AVENUE NE,5,5D,8803,Cluster 23,38.9164774,-76.98271559
2025-11-12 07:24:00+00:00,MIDNIGHT,GUN,ROBBERY,1100 - 1150 BLOCK OF 1ST STREET NE,6,6E,10603,Cluster 25,38.90420989,-77.00588572
2025-11-12 16:08:25+00:00,DAY,OTHERS,THEFT F/AUTO,1400 - 1451 BLOCK OF IRVING STREET NW,1,1A,2802,Cluster 2,38.92874335,-77.03363933
2025-11-12 21:26:41+00:00,EVENING,OTHERS,THEFT F/AUTO,1516 - 1699 BLOCK OF BENNING ROAD NE,5,5D,8904,Cluster 23,38.89961512,-76.98038661
2025-11-13 16:00:38+00:00,DAY,OTHERS,ROBBERY,2000 - 2099 BLOCK OF H STREET NW,2,2A,10800,Cluster 5,38.89957537,-77.04577899
2025-11-15 09:45:19+00:00,MIDNIGHT,KNIFE,ASSAULT W/DANGEROUS WEAPON,3300 - 3730 BLOCK OF HAYES STREET NE,7,7D,9602,Cluster 30,38.9066616,-76.95281911
2025-11-16 22:24:38+00:00,EVENING,OTHERS,THEFT/OTHER,831 - 999 BLOCK OF EUCLID STREET NW,1,1E,3500,Cluster 2,38.92395679,-77.02499644
2025-11-21 01:16:22+00:00,EVENING,OTHERS,THEFT/OTHER,600 - 699 BLOCK OF K STREET NW,6,6E,4703,Cluster 8,38.90252073,-77.02091242
2025-11-17 23:52:16+00:00,EVENING,OTHERS,THEFT/OTHER,1700 - 1717 BLOCK OF L STREET NW,2,2C,10700,Cluster 6,38.90374105,-77.03926017
2025-11-19 19:16:18+00:00,DAY,OTHERS,THEFT/OTHER,1737 - 1776 BLOCK OF COLUMBIA ROAD NW,1,1C,3802,Cluster 1,38.92386989,-77.04087559
2025-11-19 19:44:25+00:00,DAY,OTHERS,THEFT F/AUTO,1300 - 1399 BLOCK OF 49TH STREET NE,7,7C,7806,Cluster 31,38.90786564,-76.93166221
2025-11-22 12:32:46+00:00,DAY,OTHERS,THEFT F/AUTO,300 - 399 BLOCK OF M STREET SE,8,8F,7203,Cluster 27,38.87648036,-77.00130946
2025-11-23 02:36:22+00:00,EVENING,KNIFE,THEFT/OTHER,3846 - 3999 BLOCK OF SOUTH CAPITOL STREET,8,8D,9807,Cluster 39,38.8324785,-77.00825755
2025-11-23 01:50:44+00:00,EVENING,OTHERS,THEFT F/AUTO,2710 - 2731 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,8,8C,10400,Cluster 43,38.84778498,-76.99601416
2025-10-31 19:31:59+00:00,EVENING,OTHERS,THEFT/OTHER,300 - 399 BLOCK OF MORSE STREET NE,5,5D,8803,Cluster 23,38.90810111,-77.00054119
2025-11-17 22:02:03+00:00,EVENING,OTHERS,THEFT/OTHER,1320 - 1399 BLOCK OF 30TH STREET NW,2,2E,102,Cluster 4,38.9080761,-77.05921228
2025-11-19 16:02:40+00:00,DAY,OTHERS,THEFT/OTHER,400 - 499 BLOCK OF M STREET NW,2,2G,4802,Cluster 8,38.90564375,-77.01755283
2025-11-26 16:32:30+00:00,DAY,OTHERS,THEFT/OTHER,100 - 379 BLOCK OF MICHIGAN AVENUE NE,5,5E,2302,Cluster 21,38.92879901,-77.0044932
2025-11-17 23:54:40+00:00,EVENING,OTHERS,THEFT/OTHER,4530 - 4599 BLOCK OF WISCONSIN AVENUE NW,3,3E,1100,Cluster 11,38.94924665,-77.08029824
2025-11-18 02:48:26+00:00,EVENING,GUN,THEFT F/AUTO,2117 - 2299 BLOCK OF BLADENSBURG ROAD NE,5,5C,11100,Cluster 24,38.91969742,-76.9705258
2025-11-18 07:40:55+00:00,MIDNIGHT,OTHERS,THEFT/OTHER,400 - 499 BLOCK OF RHODE ISLAND AVENUE NE,5,5F,9204,Cluster 21,38.91994103,-77.00004728
2025-11-19 18:59:53+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,1001- 1299 BLOCK OF KENILWORTH AVENUE NE,7,7C,9601,Cluster 31,38.90470278,-76.9406697
2025-11-20 19:39:21+00:00,DAY,OTHERS,BURGLARY,1500 - 1521 BLOCK OF ECKINGTON PLACE NE,5,5F,8702,Cluster 21,38.90989465,-77.00512753
2025-11-24 02:06:34+00:00,EVENING,OTHERS,THEFT/OTHER,1400 - 1499 BLOCK OF 15TH STREET NW,2,2B,5202,Cluster 6,38.90917547,-77.03455905
2025-11-25 05:40:27+00:00,MIDNIGHT,OTHERS,THEFT/OTHER,4800 - 4899 BLOCK OF MASSACHUSETTS AVENUE NW,3,3E,1003,Cluster 11,38.94512631,-77.09578162
2025-11-01 17:02:01+00:00,DAY,OTHERS,THEFT/OTHER,900 - 913 BLOCK OF 2ND STREET NE,6,6C,10602,Cluster 25,38.90158693,-77.00356932
2025-11-17 19:34:07+00:00,DAY,OTHERS,THEFT F/AUTO,300 - 399 BLOCK OF 14TH STREET NE,6,6A,8001,Cluster 25,38.89417806,-76.98550736
2025-11-17 20:05:08+00:00,EVENING,OTHERS,THEFT F/AUTO,1600 - 1628 BLOCK OF 13TH STREET NW,2,2F,5001,Cluster 7,38.91149557,-77.02962116
2025-11-26 01:08:48+00:00,EVENING,OTHERS,THEFT F/AUTO,2900 - 2999 BLOCK OF KNOX PLACE SE,8,8B,7408,Cluster 36,38.85456443,-76.97057257
2025-11-26 14:50:00+00:00,DAY,OTHERS,THEFT/OTHER,1401 - 1498 BLOCK OF WISCONSIN AVENUE NW,2,2E,102,Cluster 4,38.90861796,-77.06398206
2025-11-28 04:40:16+00:00,MIDNIGHT,OTHERS,THEFT/OTHER,400 - 499 BLOCK OF RHODE ISLAND AVENUE NE,5,5F,9204,Cluster 21,38.91994103,-77.00004728
2025-11-08 07:11:01+00:00,MIDNIGHT,GUN,ASSAULT W/DANGEROUS WEAPON,1800 - 1869 BLOCK OF BENNING ROAD NE,5,5D,8904,Cluster 23,38.89899455,-76.97698994
2025-11-09 00:38:42+00:00,EVENING,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF ORREN STREET NE,5,5D,8802,Cluster 23,38.90169375,-76.98635606
2025-11-11 02:12:12+00:00,EVENING,OTHERS,THEFT/OTHER,810 - 899 BLOCK OF F STREET NE,6,6A,8402,Cluster 25,38.89733273,-76.99405352
2025-11-13 22:13:03+00:00,EVENING,OTHERS,THEFT/OTHER,1700 - 1799 BLOCK OF CHURCH STREET NW,2,2B,5303,Cluster 6,38.91038803,-77.04007818
2025-11-14 16:53:15+00:00,DAY,OTHERS,THEFT/OTHER,3200 - 3275 BLOCK OF M STREET NW,2,2E,202,Cluster 4,38.90515109,-77.0639959
2025-11-14 17:39:16+00:00,DAY,OTHERS,THEFT/OTHER,700 - 799 BLOCK OF L STREET SE,8,8F,7203,Cluster 27,38.87753378,-76.99557866
2025-11-16 00:10:27+00:00,EVENING,OTHERS,THEFT/OTHER,1300 - 1699 BLOCK OF CONNECTICUT AVENUE NW,2,2B,4202,Cluster 6,38.90992743,-77.04360696
2025-11-19 02:02:37+00:00,EVENING,OTHERS,THEFT F/AUTO,4600 - 4699 BLOCK OF QUARLES STREET NE,7,7C,9601,Cluster 31,38.91066816,-76.93437609
2025-11-19 15:43:54+00:00,DAY,OTHERS,THEFT/OTHER,1000 - 1249 BLOCK OF BRENTWOOD ROAD NE,5,5C,9102,Cluster 22,38.92015701,-76.99030597
2025-11-19 23:24:53+00:00,EVENING,OTHERS,THEFT F/AUTO,1800 - 1899 BLOCK OF M STREET NW,2,2C,10700,Cluster 6,38.90565389,-77.04256765
2025-11-21 13:17:09+00:00,DAY,OTHERS,THEFT F/AUTO,2200 - 2299 BLOCK OF M STREET NE,5,5D,8903,Cluster 23,38.90562291,-76.97170067
2025-11-21 18:18:05+00:00,DAY,KNIFE,ASSAULT W/DANGEROUS WEAPON,1100 - 1199 BLOCK OF DAHLIA STREET NW,4,4A,10300,Cluster 40,38.97580503,-77.02727045
2025-11-22 17:40:31+00:00,DAY,OTHERS,THEFT/OTHER,3652 - 3701 BLOCK OF MINNESOTA AVENUE NE,7,7F,9603,Cluster 32,38.89021474,-76.95276798
2025-11-23 16:58:54+00:00,DAY,OTHERS,THEFT/OTHER,2000 - 2099 BLOCK OF MASSACHUSETTS AVENUE NW,2,2B,5502,Cluster 6,38.91044522,-77.04575922
2025-11-24 00:01:11+00:00,EVENING,OTHERS,ROBBERY,1200 - 1299 BLOCK OF NEAL STREET NE,5,5D,8802,Cluster 23,38.90396669,-76.98752799
2025-11-25 19:09:57+00:00,DAY,OTHERS,THEFT/OTHER,1700 - 1799 BLOCK OF 7TH STREET NW,2,2G,4901,Cluster 7,38.91334839,-77.02191505
2025-11-25 18:42:37+00:00,DAY,OTHERS,ASSAULT W/DANGEROUS WEAPON,100 - 399 BLOCK OF TAYLOR STREET NE,5,5A,9510,Cluster 19,38.9407399,-77.00368248
2025-11-26 20:26:09+00:00,EVENING,OTHERS,THEFT/OTHER,800 - 899 BLOCK OF 7TH STREET NW,2,2C,5801,Cluster 8,38.9003416,-77.0219152
2025-11-28 02:59:13+00:00,EVENING,OTHERS,THEFT/OTHER,27 - 199 BLOCK OF SHERIDAN STREET NE,4,4B,9505,Cluster 19,38.96641833,-77.0057045
2025-11-28 21:44:59+00:00,EVENING,OTHERS,THEFT/OTHER,600 - 699 BLOCK OF K STREET NW,6,6E,4703,Cluster 8,38.90252073,-77.02091242
2025-11-03 16:02:36+00:00,DAY,OTHERS,THEFT/OTHER,4621 - 4799 BLOCK OF NANNIE HELEN BURROUGHS AVENUE NE,7,7C,7804,Cluster 30,38.89908326,-76.93440311
2025-11-17 21:33:23+00:00,EVENING,OTHERS,THEFT F/AUTO,300 - 379 BLOCK OF P STREET SW,6,6D,11001,Cluster 9,38.87203858,-77.01607968
2025-11-17 21:03:46+00:00,EVENING,OTHERS,THEFT/OTHER,3900 - 4099 BLOCK OF DAVIS PLACE NW,3,3B,702,Cluster 14,38.92362404,-77.07888139
2025-11-17 22:33:07+00:00,EVENING,OTHERS,THEFT/OTHER,444 - 499 BLOCK OF K STREET NW,6,6E,4703,Cluster 8,38.90252026,-77.01829266
2025-11-26 12:32:24+00:00,DAY,OTHERS,THEFT/OTHER,100 - 119 BLOCK OF 8TH STREET SE,6,6B,6600,Cluster 26,38.88828332,-76.99496255
2025-11-26 13:02:43+00:00,DAY,OTHERS,THEFT/OTHER,1226 - 1299 BLOCK OF C STREET NE,6,6A,8001,Cluster 25,38.89357531,-76.98878615
2025-11-02 04:49:27+00:00,MIDNIGHT,OTHERS,THEFT/OTHER,2500 - 2599 BLOCK OF 12TH PLACE SE,8,8C,7404,Cluster 38,38.85162235,-76.98483601
2025-11-03 02:15:00+00:00,EVENING,GUN,ROBBERY,200 - 299 BLOCK OF 20TH STREET NE,7,7D,8002,Cluster 25,38.89265368,-76.97622025
2025-11-04 02:43:43+00:00,EVENING,OTHERS,THEFT/OTHER,1000 - 1249 BLOCK OF BRENTWOOD ROAD NE,5,5C,9102,Cluster 22,38.92015701,-76.99030597
2025-11-04 14:03:27+00:00,DAY,OTHERS,BURGLARY,3800 - 3899 BLOCK OF MCKINLEY STREET NW,3,3/4G,1100,Cluster 10,38.96490367,-77.07635799
2025-11-05 14:02:43+00:00,DAY,OTHERS,THEFT F/AUTO,5100 - 5199 BLOCK OF 33RD STREET NW,3,3F,1301,Cluster 12,38.9564702,-77.06539992
2025-11-06 12:52:24+00:00,DAY,OTHERS,THEFT F/AUTO,2900 - 2999 BLOCK OF NASH PLACE SE,7,7B,7709,Cluster 34,38.87587372,-76.96745793
2025-11-10 15:15:49+00:00,DAY,OTHERS,THEFT/OTHER,1401 - 1498 BLOCK OF WISCONSIN AVENUE NW,2,2E,102,Cluster 4,38.90861796,-77.06398206
2025-11-07 14:01:42+00:00,DAY,OTHERS,THEFT/OTHER,700 - 899 BLOCK OF CAPITOL SQUARE PLACE SW,6,6D,10202,Cluster 9,38.88196207,-77.02294994
2025-11-17 20:04:30+00:00,EVENING,OTHERS,THEFT/OTHER,2000 - 2099 BLOCK OF FLAGLER PLACE NW,5,5E,3301,Cluster 21,38.91755403,-77.01354066
2025-11-17 22:33:22+00:00,EVENING,OTHERS,THEFT/OTHER,1 - 69 BLOCK OF I STREET SE,6,8F,7202,Cluster 27,38.87928638,-77.00826113
2025-11-18 13:31:46+00:00,DAY,OTHERS,THEFT/OTHER,1618 - 1699 BLOCK OF 14TH STREET NW,2,2F,5202,Cluster 7,38.91223688,-77.0319516
2025-11-19 20:32:02+00:00,EVENING,OTHERS,THEFT/OTHER,2300 - 2499 BLOCK OF 37TH STREET NW,3,3B,300,Cluster 14,38.92115295,-77.07309279
2025-11-20 13:01:50+00:00,DAY,OTHERS,THEFT/OTHER,2222 - 2299 BLOCK OF 4TH STREET NW,1,1E,3400,Cluster 3,38.92086091,-77.0181041
2025-11-04 22:02:40+00:00,EVENING,OTHERS,THEFT/OTHER,600 - 699 BLOCK OF THEA BOWMAN DRIVE NE,5,5A,9511,Cluster 20,38.93637559,-76.99749111
2025-11-17 23:11:12+00:00,EVENING,OTHERS,THEFT/OTHER,2300 - 2499 BLOCK OF Q STREET SE,8,8A,7601,Cluster 34,38.8707436,-76.97206324
2025-11-25 01:31:21+00:00,EVENING,KNIFE,ASSAULT W/DANGEROUS WEAPON,2000 - 2029 BLOCK OF FLORIDA AVENUE NW,2,2B,4202,Cluster 6,38.91474966,-77.04554636
2025-11-26 19:05:51+00:00,DAY,OTHERS,THEFT/OTHER,1200 - 1499 BLOCK OF NORTH CAPITOL STREET,6,6E,4704,Cluster 8,38.90764277,-77.00905302
2025-11-28 17:44:30+00:00,DAY,OTHERS,THEFT F/AUTO,1250 - 1299 BLOCK OF 4TH STREET NE,5,5D,8803,Cluster 23,38.90848036,-76.99956026
2025-11-10 18:50:52+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,1 - 31 BLOCK OF KENNEDY STREET NE,4,4B,9505,Cluster 17,38.95658909,-77.00836181
2025-11-12 16:50:48+00:00,DAY,OTHERS,THEFT/OTHER,1500 - 1599 BLOCK OF NEW YORK AVENUE NE,5,5D,8803,Cluster 23,38.9164774,-76.98271559
2025-11-14 20:19:46+00:00,EVENING,KNIFE,THEFT/OTHER,1400 - 1413 BLOCK OF SPRING ROAD NW,1,1D,2801,Cluster 2,38.9372184,-77.0332228
2025-11-15 21:29:31+00:00,EVENING,OTHERS,THEFT/OTHER,2337 - 2435 BLOCK OF ALABAMA AVENUE SE,8,8B,7408,Cluster 36,38.85165875,-76.97135406
2025-11-15 02:40:14+00:00,EVENING,GUN,ASSAULT W/DANGEROUS WEAPON,1900 - 2199 BLOCK OF SAVANNAH TERRACE SE,8,8C,7403,Cluster 38,38.84813665,-76.976139
2025-11-15 06:09:15+00:00,MIDNIGHT,OTHERS,ASSAULT W/DANGEROUS WEAPON,4026 - 4199 BLOCK OF WHEELER ROAD SE,8,8E,9801,Cluster 39,38.83365728,-76.98978284
2025-11-15 22:49:17+00:00,EVENING,OTHERS,THEFT/OTHER,4600 - 4699 BLOCK OF SHERIFF ROAD NE,7,7C,7806,Cluster 31,38.90278693,-76.93611114
2025-11-16 14:31:29+00:00,DAY,OTHERS,THEFT/OTHER,4224 - 4299 BLOCK OF 47TH STREET NW,3,3E,1003,Cluster 11,38.94437334,-77.0926123
2025-11-16 15:13:31+00:00,DAY,OTHERS,ROBBERY,2400 - 2499 BLOCK OF 18TH STREET NW,1,1C,3802,Cluster 1,38.92162305,-77.04236546
2025-11-18 07:13:08+00:00,MIDNIGHT,GUN,ROBBERY,1600 - 1665 BLOCK OF LAMONT STREET NW,1,1D,2702,Cluster 2,38.93080143,-77.0373827
2025-11-20 04:46:18+00:00,MIDNIGHT,OTHERS,THEFT/OTHER,100 - 199 BLOCK OF CARROLL STREET NW,4,4B,1702,Cluster 17,38.97483787,-77.01432486
2025-11-22 22:19:09+00:00,EVENING,OTHERS,ROBBERY,1900 - 1927 BLOCK OF 16TH STREET SE,8,8A,7605,Cluster 34,38.86675652,-76.98222386
2025-11-23 17:12:22+00:00,DAY,OTHERS,THEFT F/AUTO,WISCONSIN AVENUE NW AND 34TH STREET NW,2,2E,102,Cluster 4,38.91576132,-77.06779476
2025-11-24 01:49:08+00:00,EVENING,OTHERS,THEFT/OTHER,4700 - 4799 BLOCK OF 15TH STREET NW,4,4E,2501,Cluster 18,38.94772484,-77.03451752
2025-11-25 15:21:49+00:00,DAY,OTHERS,THEFT F/AUTO,1400 - 1499 BLOCK OF 4TH STREET SW,6,6D,11002,Cluster 9,38.87251599,-77.01755598
2025-11-26 15:31:43+00:00,DAY,OTHERS,THEFT/OTHER,1401 - 1498 BLOCK OF WISCONSIN AVENUE NW,2,2E,102,Cluster 4,38.90861796,-77.06398206
2025-11-26 16:21:02+00:00,DAY,OTHERS,THEFT F/AUTO,7100 - 7119 BLOCK OF 9TH STREET NW,4,4B,10300,Cluster 17,38.9762069,-77.02560646
2025-11-26 18:55:50+00:00,DAY,OTHERS,THEFT/OTHER,1200 - 1229 BLOCK OF 1ST STREET NE,6,6E,10601,Cluster 25,38.90604399,-77.00588449
2025-11-27 01:39:55+00:00,EVENING,OTHERS,THEFT/OTHER,400 - 499 BLOCK OF 14TH STREET SE,6,6B,6900,Cluster 26,38.88347092,-76.98551223
2025-11-27 01:03:23+00:00,EVENING,OTHERS,ASSAULT W/DANGEROUS WEAPON,900 - 1080 BLOCK OF MOUNT OLIVET ROAD NE,5,5D,8803,Cluster 23,38.9122707,-76.98967254
2025-11-04 22:31:37+00:00,EVENING,OTHERS,THEFT/OTHER,1400 - 1499 BLOCK OF T STREET NW,2,2F,4300,Cluster 3,38.91557159,-77.03324811
2025-11-04 22:31:54+00:00,EVENING,OTHERS,THEFT/OTHER,1900 - 1999 BLOCK OF R STREET NW,2,2B,4202,Cluster 6,38.91260486,-77.0441526
2025-11-04 23:02:16+00:00,EVENING,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF 14TH STREET NW,2,2F,5003,Cluster 7,38.90803854,-77.03195018
2025-11-19 16:33:39+00:00,DAY,OTHERS,THEFT F/AUTO,5100 - 5298 BLOCK OF FITCH STREET SE,7,7E,9905,Cluster 33,38.88081346,-76.92813689
2025-11-21 12:32:08+00:00,DAY,OTHERS,THEFT/OTHER,500 - 699 BLOCK OF IRVING STREET NW,1,1E,3200,Cluster 2,38.92911306,-77.02139883
2025-11-28 18:01:50+00:00,DAY,OTHERS,THEFT/OTHER,1800 - 1899 BLOCK OF 4TH STREET NW,1,1B,3400,Cluster 3,38.91505833,-77.01719781
2025-11-17 18:34:46+00:00,DAY,OTHERS,THEFT/OTHER,700 - 899 BLOCK OF DELAWARE AVENUE SW,6,6D,10500,Cluster 9,38.87978188,-77.01277296
2025-11-17 19:33:38+00:00,DAY,OTHERS,THEFT/OTHER,300 - 399 BLOCK OF C STREET SE,6,6B,6500,Cluster 26,38.886033,-77.00131012
2025-11-17 21:33:50+00:00,EVENING,OTHERS,THEFT/OTHER,500 - 699 BLOCK OF PARK ROAD NW,1,1E,3200,Cluster 2,38.93298246,-77.02200966
2025-11-26 14:31:57+00:00,DAY,OTHERS,THEFT/OTHER,2300 - 2399 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,8,8A,7401,Cluster 28,38.86304053,-76.99173246
2025-11-26 17:04:18+00:00,DAY,OTHERS,THEFT/OTHER,1800 - 1824 BLOCK OF 10TH STREET NW,1,1B,4402,Cluster 3,38.91445441,-77.02598878
2025-10-31 16:08:23+00:00,DAY,OTHERS,THEFT/OTHER,4227 - 4399 BLOCK OF CONNECTICUT AVENUE NW,3,3F,1303,Cluster 12,38.94486864,-77.06391585
2025-11-01 18:06:54+00:00,DAY,OTHERS,THEFT F/AUTO,1300 - 1499 BLOCK OF KENILWORTH AVENUE NE,7,7C,9601,Cluster 31,38.90846445,-76.93716274
2025-11-03 05:14:31+00:00,MIDNIGHT,GUN,ASSAULT W/DANGEROUS WEAPON,4660 - 4699 BLOCK OF MARTIN LUTHER KING JR AVENUE SW,8,8D,10900,Cluster 39,38.82162568,-77.01108117
2025-11-03 18:22:57+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,1200 - 1299 BLOCK OF RANDOLPH STREET NW,4,4C,2503,Cluster 18,38.93867679,-77.02900279
2025-11-05 04:03:39+00:00,MIDNIGHT,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF G STREET NW,2,2C,5802,Cluster 8,38.89831393,-77.02884908
2025-11-08 02:46:23+00:00,EVENING,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF DAHLIA STREET NW,4,4A,10300,Cluster 40,38.97580503,-77.02727045
2025-11-08 18:08:21+00:00,DAY,OTHERS,THEFT/OTHER,1953 - 2099 BLOCK OF 19TH PLACE SE,8,8A,7504,Cluster 28,38.86466405,-76.97752896
2025-11-09 20:20:46+00:00,EVENING,OTHERS,THEFT F/AUTO,1400 - 1999 BLOCK OF M STREET SE,6,6B,6804,Cluster 26,38.87780943,-76.97924291
2025-11-10 09:51:09+00:00,MIDNIGHT,OTHERS,THEFT/OTHER,800 - 899 BLOCK OF CHESAPEAKE STREET SE,8,8E,9811,Cluster 39,38.82920316,-76.99239433
2025-11-01 21:36:26+00:00,EVENING,OTHERS,THEFT/OTHER,7300 - 7399 BLOCK OF GEORGIA AVENUE NW,4,4A,1600,Cluster 16,38.97884712,-77.02644193
2025-11-02 04:00:00+00:00,MIDNIGHT,GUN,HOMICIDE,3000 - 3199 BLOCK OF P STREET SE,7,7B,9901,Cluster 34,38.8719228,-76.96260727
2025-11-03 18:53:46+00:00,DAY,OTHERS,THEFT F/AUTO,6250 - 6599 BLOCK OF CHILLUM PLACE NW,4,4B,1702,Cluster 19,38.96714035,-77.0116751
2025-11-05 00:25:47+00:00,EVENING,OTHERS,THEFT/OTHER,2600 - 2699 BLOCK OF UNIVERSITY PLACE NW,1,1A,3702,Cluster 2,38.92394728,-77.03411854
2025-11-06 00:05:05+00:00,EVENING,GUN,ROBBERY,3400 - 3499 BLOCK OF 13TH PLACE SE,8,8E,7304,Cluster 38,38.84164729,-76.98728132
2025-11-07 19:34:57+00:00,DAY,OTHERS,THEFT F/AUTO,1400 - 1499 BLOCK OF 28TH STREET NW,2,2E,102,Cluster 4,38.90893241,-77.05710226
2025-11-09 15:34:33+00:00,DAY,OTHERS,THEFT/OTHER,1401 - 1498 BLOCK OF WISCONSIN AVENUE NW,2,2E,102,Cluster 4,38.90861796,-77.06398206
2025-11-10 14:10:34+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,3432 - 3599 BLOCK OF TEXAS AVENUE SE,7,7B,9901,Cluster 34,38.86897827,-76.95344473
2025-11-11 04:01:43+00:00,MIDNIGHT,OTHERS,THEFT/OTHER,5000 - 5099 BLOCK OF 1ST STREET NW,4,4D,2202,Cluster 19,38.95158019,-77.01183199
2025-11-13 04:13:26+00:00,MIDNIGHT,OTHERS,THEFT F/AUTO,Q STREET SE AND 25TH STREET SE,8,7B,7604,Cluster 34,38.87074228,-76.97093874
2025-11-11 22:41:48+00:00,EVENING,OTHERS,THEFT/OTHER,1200 - 1229 BLOCK OF 1ST STREET NE,6,6E,10601,Cluster 25,38.90604399,-77.00588449
